"year","met_station","site","web","mean_overlap","se_overlap","season.precip.fall","GDD.fall","season.precip.spring","GDD.spring","mean.daily.precip","sd.daily.precip","cv.daily.precip","annual.PDO","annual.precip","web_id"
2004,"met49","C",1,0.345306678528931,0.0294935770928016,114.678,4239.308,106.698,1482.8665,0.881540984,3.333007982,3.780888289,-0.110666666666667,221.376,"C.1"
2004,"met49","C",2,0.351854161649964,0.0142346812645255,114.678,4239.308,106.698,1482.8665,0.881540984,3.333007982,3.780888289,-0.110666666666667,221.376,"C.2"
2004,"met49","C",4,0.298827760443358,0.016857244626919,114.678,4239.308,106.698,1482.8665,0.881540984,3.333007982,3.780888289,-0.110666666666667,221.376,"C.4"
2004,"met49","C",5,0.28649360477202,0.0130979299371529,114.678,4239.308,106.698,1482.8665,0.881540984,3.333007982,3.780888289,-0.110666666666667,221.376,"C.5"
2004,"met50","B",1,0.339670442579159,0.0086589429881824,211.7,4353.744067,99.23676678,1557.497365,1.118815331,4.711100712,4.210793847,-0.110666666666667,310.93676678,"B.1"
2004,"met50","B",3,0.346099880241001,0.00719992630450389,211.7,4353.744067,99.23676678,1557.497365,1.118815331,4.711100712,4.210793847,-0.110666666666667,310.93676678,"B.3"
2004,"met50","B",4,0.365353479482674,0.00757214897453785,211.7,4353.744067,99.23676678,1557.497365,1.118815331,4.711100712,4.210793847,-0.110666666666667,310.93676678,"B.4"
2004,"met50","B",5,0.393615865234064,0.00913525022968015,211.7,4353.744067,99.23676678,1557.497365,1.118815331,4.711100712,4.210793847,-0.110666666666667,310.93676678,"B.5"
2005,"met49","G",2,0.311469898452408,0.0144294953777056,144.356,4385.6395,79.358,1423.169,0.777578082,3.123368607,4.016790954,-0.091,223.714,"G.2"
2005,"met49","G",3,0.293576165151593,0.01175800194051,144.356,4385.6395,79.358,1423.169,0.777578082,3.123368607,4.016790954,-0.091,223.714,"G.3"
2005,"met49","G",4,0.32517926846311,0.0228432552964664,144.356,4385.6395,79.358,1423.169,0.777578082,3.123368607,4.016790954,-0.091,223.714,"G.4"
2005,"met49","G",5,0.281527410188255,0.0138150213723115,144.356,4385.6395,79.358,1423.169,0.777578082,3.123368607,4.016790954,-0.091,223.714,"G.5"
2005,"met49","C",1,0.403313567363864,0.0304641104009876,144.356,4385.6395,79.358,1423.169,0.777578082,3.123368607,4.016790954,-0.091,223.714,"C.1"
2005,"met49","C",2,0.326665806956844,0.0189362529583559,144.356,4385.6395,79.358,1423.169,0.777578082,3.123368607,4.016790954,-0.091,223.714,"C.2"
2005,"met49","C",4,0.329766594902577,0.0219043041887785,144.356,4385.6395,79.358,1423.169,0.777578082,3.123368607,4.016790954,-0.091,223.714,"C.4"
2005,"met49","C",5,0.265227616798173,0.0171985195605986,144.356,4385.6395,79.358,1423.169,0.777578082,3.123368607,4.016790954,-0.091,223.714,"C.5"
2005,"met50","B",1,0.548811723864132,0.0238792289455505,168.3,4517.756073,75.4,1466.630073,0.794794521,3.698061606,4.652852417,-0.091,243.7,"B.1"
2005,"met50","B",2,0.999999930682886,0,168.3,4517.756073,75.4,1466.630073,0.794794521,3.698061606,4.652852417,-0.091,243.7,"B.2"
2005,"met50","B",3,0.441832956457124,0.0170061297842707,168.3,4517.756073,75.4,1466.630073,0.794794521,3.698061606,4.652852417,-0.091,243.7,"B.3"
2005,"met50","B",4,0.387176422746396,0.0123740716526451,168.3,4517.756073,75.4,1466.630073,0.794794521,3.698061606,4.652852417,-0.091,243.7,"B.4"
2005,"met50","B",5,0.376631554605274,0.0186919485479839,168.3,4517.756073,75.4,1466.630073,0.794794521,3.698061606,4.652852417,-0.091,243.7,"B.5"
2006,"met49","C",1,0.372420929716155,0.0292052171439795,257.869,4345.444591,8.403,1602.620681,0.94749863,4.552682222,4.804948605,-0.152833333333333,266.272,"C.1"
2006,"met49","C",2,0.501540150354082,0.021938956476189,257.869,4345.444591,8.403,1602.620681,0.94749863,4.552682222,4.804948605,-0.152833333333333,266.272,"C.2"
2006,"met49","C",4,0.559229744334747,0.0246587601266995,257.869,4345.444591,8.403,1602.620681,0.94749863,4.552682222,4.804948605,-0.152833333333333,266.272,"C.4"
2006,"met49","C",5,0.472590488023298,0.0164622303250955,257.869,4345.444591,8.403,1602.620681,0.94749863,4.552682222,4.804948605,-0.152833333333333,266.272,"C.5"
2006,"met49","G",5,0.314751872582806,0.0179585272008815,257.869,4345.444591,8.403,1602.620681,0.94749863,4.552682222,4.804948605,-0.152833333333333,266.272,"G.5"
2006,"met49","G",2,0.429655385551641,0.0207680007265623,257.869,4345.444591,8.403,1602.620681,0.94749863,4.552682222,4.804948605,-0.152833333333333,266.272,"G.2"
2006,"met49","G",3,0.407236847658929,0.0186786052042277,257.869,4345.444591,8.403,1602.620681,0.94749863,4.552682222,4.804948605,-0.152833333333333,266.272,"G.3"
2006,"met49","G",4,0.439674607012099,0.0348530236339882,257.869,4345.444591,8.403,1602.620681,0.94749863,4.552682222,4.804948605,-0.152833333333333,266.272,"G.4"
2006,"met50","B",1,0.645821995830834,0.0150560895501165,188.1135997,4471.293201,15.1,1694.3205,0.80521978,3.755334161,4.663738092,-0.152833333333333,203.2135997,"B.1"
2006,"met50","B",3,0.527181955160586,0.0139042392905709,188.1135997,4471.293201,15.1,1694.3205,0.80521978,3.755334161,4.663738092,-0.152833333333333,203.2135997,"B.3"
2006,"met50","B",4,0.459344909854324,0.0156612427527687,188.1135997,4471.293201,15.1,1694.3205,0.80521978,3.755334161,4.663738092,-0.152833333333333,203.2135997,"B.4"
2006,"met50","B",5,0.589499754965651,0.016471484220602,188.1135997,4471.293201,15.1,1694.3205,0.80521978,3.755334161,4.663738092,-0.152833333333333,203.2135997,"B.5"
2007,"met49","C",1,0.335517322683448,0.0194021130543761,101.458,4356.150578,109.003,1409.077,0.693394521,2.563373225,3.696846671,-0.463666666666667,210.461,"C.1"
2007,"met49","G",2,0.407237074781153,0.0201864614384434,101.458,4356.150578,109.003,1409.077,0.693394521,2.563373225,3.696846671,-0.463666666666667,210.461,"G.2"
2007,"met49","G",3,0.46837769192694,0.0158402918557687,101.458,4356.150578,109.003,1409.077,0.693394521,2.563373225,3.696846671,-0.463666666666667,210.461,"G.3"
2007,"met49","G",4,0.302557570285541,0.0188501485125784,101.458,4356.150578,109.003,1409.077,0.693394521,2.563373225,3.696846671,-0.463666666666667,210.461,"G.4"
2007,"met49","G",5,0.328743065428525,0.0149815688242096,101.458,4356.150578,109.003,1409.077,0.693394521,2.563373225,3.696846671,-0.463666666666667,210.461,"G.5"
2007,"met49","C",2,0.466856559192153,0.0139818049789994,101.458,4356.150578,109.003,1409.077,0.693394521,2.563373225,3.696846671,-0.463666666666667,210.461,"C.2"
2007,"met49","C",4,0.426596854544839,0.0191106761077318,101.458,4356.150578,109.003,1409.077,0.693394521,2.563373225,3.696846671,-0.463666666666667,210.461,"C.4"
2007,"met49","C",5,0.344952361012707,0.0118806038548637,101.458,4356.150578,109.003,1409.077,0.693394521,2.563373225,3.696846671,-0.463666666666667,210.461,"C.5"
2007,"met50","B",1,0.43231608720739,0.0156163105744978,150,4509.7785,99.5,1484.747,0.803013699,3.063121067,3.814531524,-0.463666666666667,249.5,"B.1"
2007,"met50","B",3,0.404353452441676,0.0174734378993632,150,4509.7785,99.5,1484.747,0.803013699,3.063121067,3.814531524,-0.463666666666667,249.5,"B.3"
2007,"met50","B",4,0.337838110003168,0.0151955222733706,150,4509.7785,99.5,1484.747,0.803013699,3.063121067,3.814531524,-0.463666666666667,249.5,"B.4"
2007,"met50","B",5,0.518793704352778,0.01746546334711,150,4509.7785,99.5,1484.747,0.803013699,3.063121067,3.814531524,-0.463666666666667,249.5,"B.5"
2008,"met49","G",2,0.644298015151575,0.0255099802306043,201.022,4240.546,15.305,1420.528,0.745642077,3.66446443,4.914508644,-1.33083333333333,216.327,"G.2"
2008,"met49","C",1,0.624000833617246,0.0203086316017266,201.022,4240.546,15.305,1420.528,0.745642077,3.66446443,4.914508644,-1.33083333333333,216.327,"C.1"
2008,"met49","G",3,0.593242319133507,0.0270002232998957,201.022,4240.546,15.305,1420.528,0.745642077,3.66446443,4.914508644,-1.33083333333333,216.327,"G.3"
2008,"met49","G",4,0.413176976907886,0.0384377100610113,201.022,4240.546,15.305,1420.528,0.745642077,3.66446443,4.914508644,-1.33083333333333,216.327,"G.4"
2008,"met49","G",5,0.624897965678635,0.0364372491812876,201.022,4240.546,15.305,1420.528,0.745642077,3.66446443,4.914508644,-1.33083333333333,216.327,"G.5"
2008,"met49","C",2,0.72498465160137,0.0195500188306256,201.022,4240.546,15.305,1420.528,0.745642077,3.66446443,4.914508644,-1.33083333333333,216.327,"C.2"
2008,"met49","C",4,0.632018547860782,0.0250136262154733,201.022,4240.546,15.305,1420.528,0.745642077,3.66446443,4.914508644,-1.33083333333333,216.327,"C.4"
2008,"met49","C",5,0.554925537265217,0.0177550101685066,201.022,4240.546,15.305,1420.528,0.745642077,3.66446443,4.914508644,-1.33083333333333,216.327,"C.5"
2008,"met50","B",1,0.826181554955128,0.0219197159266712,113.6,4407.1475,21.6,1499.0155,0.570765027,2.538922857,4.448280353,-1.33083333333333,135.2,"B.1"
2008,"met50","B",3,0.826550370721434,0.0202342657435826,113.6,4407.1475,21.6,1499.0155,0.570765027,2.538922857,4.448280353,-1.33083333333333,135.2,"B.3"
2008,"met50","B",4,0.523141578904868,0.0288869602652673,113.6,4407.1475,21.6,1499.0155,0.570765027,2.538922857,4.448280353,-1.33083333333333,135.2,"B.4"
2008,"met50","B",5,0.808016452492406,0.0274215077734155,113.6,4407.1475,21.6,1499.0155,0.570765027,2.538922857,4.448280353,-1.33083333333333,135.2,"B.5"
2009,"met49","G",2,0.414585868243738,0.0703867330018668,136.65,4304.472,44.966,1545.0335,0.67120274,2.600726444,3.874725608,-0.816583333333333,181.616,"G.2"
2009,"met49","C",1,0.412524147031988,0.030862749643601,136.65,4304.472,44.966,1545.0335,0.67120274,2.600726444,3.874725608,-0.816583333333333,181.616,"C.1"
2009,"met49","C",2,0.435642684736153,0.0350342160166813,136.65,4304.472,44.966,1545.0335,0.67120274,2.600726444,3.874725608,-0.816583333333333,181.616,"C.2"
2009,"met49","C",4,0.374225175954172,0.036734432414257,136.65,4304.472,44.966,1545.0335,0.67120274,2.600726444,3.874725608,-0.816583333333333,181.616,"C.4"
2009,"met49","C",5,0.329862986561363,0.0210037397958722,136.65,4304.472,44.966,1545.0335,0.67120274,2.600726444,3.874725608,-0.816583333333333,181.616,"C.5"
2009,"met49","G",4,0.232661191934834,0.0598078734366103,136.65,4304.472,44.966,1545.0335,0.67120274,2.600726444,3.874725608,-0.816583333333333,181.616,"G.4"
2009,"met49","G",5,0.295780860990581,0.0409792238453014,136.65,4304.472,44.966,1545.0335,0.67120274,2.600726444,3.874725608,-0.816583333333333,181.616,"G.5"
2009,"met49","G",3,0.187909165743646,0.0731928512311604,136.65,4304.472,44.966,1545.0335,0.67120274,2.600726444,3.874725608,-0.816583333333333,181.616,"G.3"
2009,"met50","B",1,0.309959118158406,0.0399917572573197,115.6,4437.5715,47,1607.60312,0.617260274,2.327783257,3.771153523,-0.816583333333333,162.6,"B.1"
2009,"met50","B",3,0.223567072366441,0.0239164464719703,115.6,4437.5715,47,1607.60312,0.617260274,2.327783257,3.771153523,-0.816583333333333,162.6,"B.3"
2009,"met50","B",4,0.313839354070456,0.0281728128642294,115.6,4437.5715,47,1607.60312,0.617260274,2.327783257,3.771153523,-0.816583333333333,162.6,"B.4"
2009,"met50","B",5,0.381137996562868,0.0508035067526618,115.6,4437.5715,47,1607.60312,0.617260274,2.327783257,3.771153523,-0.816583333333333,162.6,"B.5"
2010,"met49","C",4,0.476630188004303,0.0251839757727871,110.808,4450.6275,49.327,1315.9085,0.563117808,2.29612232,4.077516794,-0.743083333333333,160.135,"C.4"
2010,"met49","C",1,0.284416730862844,0.0281126648879901,110.808,4450.6275,49.327,1315.9085,0.563117808,2.29612232,4.077516794,-0.743083333333333,160.135,"C.1"
2010,"met49","C",2,0.416848046376974,0.024204614076876,110.808,4450.6275,49.327,1315.9085,0.563117808,2.29612232,4.077516794,-0.743083333333333,160.135,"C.2"
2010,"met49","G",1,0.999999999989166,7.0216669371534e-17,110.808,4450.6275,49.327,1315.9085,0.563117808,2.29612232,4.077516794,-0.743083333333333,160.135,"G.1"
2010,"met49","G",2,0.336049435586306,0.0144956022210298,110.808,4450.6275,49.327,1315.9085,0.563117808,2.29612232,4.077516794,-0.743083333333333,160.135,"G.2"
2010,"met49","G",3,0.303263485650659,0.0117272238208696,110.808,4450.6275,49.327,1315.9085,0.563117808,2.29612232,4.077516794,-0.743083333333333,160.135,"G.3"
2010,"met49","G",4,0.386479997151952,0.0224962159933537,110.808,4450.6275,49.327,1315.9085,0.563117808,2.29612232,4.077516794,-0.743083333333333,160.135,"G.4"
2010,"met49","G",5,0.385423067938341,0.0262367650546806,110.808,4450.6275,49.327,1315.9085,0.563117808,2.29612232,4.077516794,-0.743083333333333,160.135,"G.5"
2010,"met49","C",5,0.304550159374216,0.0195313875731673,110.808,4450.6275,49.327,1315.9085,0.563117808,2.29612232,4.077516794,-0.743083333333333,160.135,"C.5"
2010,"met50","B",1,0.358992374575788,0.0118033199309342,127.3,4576.591146,66,1379.1915,0.7,3.249641514,4.64234502,-0.743083333333333,193.3,"B.1"
2010,"met50","B",3,0.360934619389776,0.010859700542532,127.3,4576.591146,66,1379.1915,0.7,3.249641514,4.64234502,-0.743083333333333,193.3,"B.3"
2010,"met50","B",4,0.341949172168954,0.0103506750146219,127.3,4576.591146,66,1379.1915,0.7,3.249641514,4.64234502,-0.743083333333333,193.3,"B.4"
2010,"met50","B",5,0.342299860182038,0.0114246323247077,127.3,4576.591146,66,1379.1915,0.7,3.249641514,4.64234502,-0.743083333333333,193.3,"B.5"
2011,"met49","G",2,0.630930479138047,0.0269514819428254,85.819,4488.7175,2.549,1503.3695,0.419183562,1.795966807,4.284439971,-1.57108333333333,88.368,"G.2"
2011,"met49","G",4,0.722481873222438,0.0405357359961944,85.819,4488.7175,2.549,1503.3695,0.419183562,1.795966807,4.284439971,-1.57108333333333,88.368,"G.4"
2011,"met49","G",5,0.530545798449968,0.0645719309633403,85.819,4488.7175,2.549,1503.3695,0.419183562,1.795966807,4.284439971,-1.57108333333333,88.368,"G.5"
2011,"met49","C",4,0.999999999934841,0,85.819,4488.7175,2.549,1503.3695,0.419183562,1.795966807,4.284439971,-1.57108333333333,88.368,"C.4"
2011,"met49","G",3,0.411074945960107,0.0319289128795811,85.819,4488.7175,2.549,1503.3695,0.419183562,1.795966807,4.284439971,-1.57108333333333,88.368,"G.3"
2011,"met49","C",1,0.326652578709493,0.0862867614133756,85.819,4488.7175,2.549,1503.3695,0.419183562,1.795966807,4.284439971,-1.57108333333333,88.368,"C.1"
2011,"met49","C",2,0.627761843949272,0.0666906657254206,85.819,4488.7175,2.549,1503.3695,0.419183562,1.795966807,4.284439971,-1.57108333333333,88.368,"C.2"
2011,"met49","C",5,0.824243097501316,0.0292020193876301,85.819,4488.7175,2.549,1503.3695,0.419183562,1.795966807,4.284439971,-1.57108333333333,88.368,"C.5"
2011,"met50","B",1,0.955856244838097,0.0133098429539309,91,4629.95,1,1576.4045,0.439612188,1.819160021,4.138101875,-1.57108333333333,92,"B.1"
2011,"met50","B",3,0.565763383501916,0.0321159989114818,91,4629.95,1,1576.4045,0.439612188,1.819160021,4.138101875,-1.57108333333333,92,"B.3"
2011,"met50","B",4,0.503442483524005,0.0240244801491964,91,4629.95,1,1576.4045,0.439612188,1.819160021,4.138101875,-1.57108333333333,92,"B.4"
2011,"met50","B",5,0.641269873825129,0.0321264941680195,91,4629.95,1,1576.4045,0.439612188,1.819160021,4.138101875,-1.57108333333333,92,"B.5"
2012,"met49","G",2,0.342964828135475,0.0178701100841994,93.692,4592.053,30.624,1566.6395,0.392248634,2.047841898,5.220775093,-1.41433333333333,124.316,"G.2"
2012,"met49","C",1,0.350800427358434,0.030596017736557,93.692,4592.053,30.624,1566.6395,0.392248634,2.047841898,5.220775093,-1.41433333333333,124.316,"C.1"
2012,"met49","C",2,0.374062777262552,0.0306738221857121,93.692,4592.053,30.624,1566.6395,0.392248634,2.047841898,5.220775093,-1.41433333333333,124.316,"C.2"
2012,"met49","C",4,0.404807406043878,0.0508320004764225,93.692,4592.053,30.624,1566.6395,0.392248634,2.047841898,5.220775093,-1.41433333333333,124.316,"C.4"
2012,"met49","C",5,0.341735878257761,0.0190608199785087,93.692,4592.053,30.624,1566.6395,0.392248634,2.047841898,5.220775093,-1.41433333333333,124.316,"C.5"
2012,"met49","G",3,0.358721797977275,0.0184202826143725,93.692,4592.053,30.624,1566.6395,0.392248634,2.047841898,5.220775093,-1.41433333333333,124.316,"G.3"
2012,"met49","G",4,0.321407995631305,0.0266816321905198,93.692,4592.053,30.624,1566.6395,0.392248634,2.047841898,5.220775093,-1.41433333333333,124.316,"G.4"
2012,"met49","G",5,0.304597617678525,0.031381818026192,93.692,4592.053,30.624,1566.6395,0.392248634,2.047841898,5.220775093,-1.41433333333333,124.316,"G.5"
2012,"met50","B",1,0.410564329965405,0.0202314411593638,90.01359965,4767.309147,29.2,1661.126,0.405,1.951751588,4.819139724,-1.41433333333333,119.21359965,"B.1"
2012,"met50","B",3,0.391089048685196,0.0117825776932164,90.01359965,4767.309147,29.2,1661.126,0.405,1.951751588,4.819139724,-1.41433333333333,119.21359965,"B.3"
2012,"met50","B",4,0.371203267498931,0.0123158811894941,90.01359965,4767.309147,29.2,1661.126,0.405,1.951751588,4.819139724,-1.41433333333333,119.21359965,"B.4"
2012,"met50","B",5,0.395058934882588,0.0187031564603999,90.01359965,4767.309147,29.2,1661.126,0.405,1.951751588,4.819139724,-1.41433333333333,119.21359965,"B.5"
2013,"met49","C",5,0.579314396007286,0.0238515791567763,242.816,4329.4485,13.608,1452.2645,0.768923288,3.518293542,4.575610595,-0.926,256.424,"C.5"
2013,"met49","C",1,0.611985482342902,0.0258649187446884,242.816,4329.4485,13.608,1452.2645,0.768923288,3.518293542,4.575610595,-0.926,256.424,"C.1"
2013,"met49","C",2,0.613596404990747,0.0200996890572209,242.816,4329.4485,13.608,1452.2645,0.768923288,3.518293542,4.575610595,-0.926,256.424,"C.2"
